id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,8437,6084,Plastico,5000,,,,,1100,4562,
2,7488,9224,Pilas,5000,4810,1193,,,,,
3,6581,4900,Pilas,5000,919,3781,,,,,
4,1354,8462,Carton y Papeles,5000,,,2817,3793,,,
5,7282,1298,Plastico,5000,,,,,2444,3274,
6,2382,3344,Pilas,5000,3466,275,,,,,
7,2547,1146,Carton y Papeles,5000,,,977,5059,,,
8,8095,3637,Vidrio,5000,,,,,,,4568
9,8567,5838,Carton y Papeles,5000,,,5095,4478,,,
10,9185,8335,Carton y Papeles,5000,,,4310,4367,,,
11,6379,9185,Carton y Papeles,5000,,,1269,1098,,,
12,5647,8933,Carton y Papeles,5000,,,731,326,,,
13,1928,8888,Vidrio,5000,,,,,,,3177
14,6301,4814,Plastico,5000,,,,,2631,1858,
15,4036,9119,Vidrio,5000,,,,,,,348
16,9605,7758,Pilas,5000,3334,2693,,,,,
17,1753,4523,Plastico,5000,,,,,4646,2411,
18,4437,5979,Carton y Papeles,5000,,,2447,3288,,,
19,7917,1792,Pilas,5000,2691,4109,,,,,
20,6281,1886,Carton y Papeles,5000,,,4038,4839,,,
21,3728,7545,Plastico,5000,,,,,4600,4107,
22,2438,8193,Vidrio,5000,,,,,,,769
23,6894,5153,Carton y Papeles,5000,,,3364,2753,,,
24,8606,3427,Vidrio,5000,,,,,,,5075
25,1925,9738,Plastico,5000,,,,,3794,2606,
26,5500,9559,Pilas,5000,3949,2855,,,,,
27,9874,3886,Pilas,5000,2183,1800,,,,,
28,8748,2119,Plastico,5000,,,,,3081,463,
29,4424,1496,Vidrio,5000,,,,,,,1781
30,5888,1782,Vidrio,5000,,,,,,,1395
31,4682,4732,Pilas,5000,4012,3156,,,,,
32,2861,6581,Plastico,5000,,,,,3752,3826,
33,3376,1006,Plastico,5000,,,,,4111,1441,
34,1263,8632,Pilas,5000,468,1057,,,,,
35,3216,5043,Carton y Papeles,5000,,,3403,1033,,,
36,9659,1304,Vidrio,5000,,,,,,,3449
37,2645,1976,Vidrio,5000,,,,,,,1111
38,4763,5189,Vidrio,5000,,,,,,,2646
39,7753,3942,Pilas,5000,734,698,,,,,
40,1211,6814,Plastico,5000,,,,,5068,1061,
41,3947,3523,Plastico,5000,,,,,1749,965,
42,4132,3126,Carton y Papeles,5000,,,3725,1229,,,
43,5859,5746,Plastico,5000,,,,,3287,1233,
44,4876,2411,Pilas,5000,5053,244,,,,,
45,9433,6941,Plastico,5000,,,,,2489,1964,
46,8895,4865,Vidrio,5000,,,,,,,2578
