id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,9145,1259,Vidrio,5000,,,,,,,2841
2,6330,1375,Plastico,5000,,,,,2857,4576,
3,2901,7643,Vidrio,5000,,,,,,,4096
4,9313,2552,Pilas,5000,839,1516,,,,,
5,7676,5193,Plastico,5000,,,,,4140,1286,
6,6838,2609,Carton y Papeles,5000,,,4727,3299,,,
7,8587,3960,Carton y Papeles,5000,,,966,3097,,,
8,9698,1296,Pilas,5000,4041,4361,,,,,
9,4236,4905,Vidrio,5000,,,,,,,2348
10,6633,4079,Carton y Papeles,5000,,,2935,3175,,,
11,9874,9707,Plastico,5000,,,,,350,541,
12,1891,6141,Pilas,5000,4377,4634,,,,,
13,6774,7138,Plastico,5000,,,,,2135,4111,
14,5626,9010,Plastico,5000,,,,,2483,787,
15,2759,5450,Carton y Papeles,5000,,,3899,4382,,,
16,9198,9766,Carton y Papeles,5000,,,1438,2235,,,
17,5322,2331,Pilas,5000,4637,1620,,,,,
18,3682,6888,Vidrio,5000,,,,,,,3986
19,9577,7619,Carton y Papeles,5000,,,4260,3247,,,
20,6308,9551,Pilas,5000,2860,1660,,,,,
21,8693,1233,Vidrio,5000,,,,,,,935
22,8284,8128,Plastico,5000,,,,,5086,2729,
23,8531,7838,Vidrio,5000,,,,,,,715
24,9052,7739,Vidrio,5000,,,,,,,437
25,6223,9732,Plastico,5000,,,,,1274,2679,
26,8685,2316,Carton y Papeles,5000,,,3314,2012,,,
27,4551,8083,Carton y Papeles,5000,,,3948,385,,,
28,2874,8666,Vidrio,5000,,,,,,,1083
29,3550,6554,Plastico,5000,,,,,1160,2603,
30,4412,8698,Carton y Papeles,5000,,,1398,2068,,,
31,2018,1925,Carton y Papeles,5000,,,4545,320,,,
32,3809,6893,Carton y Papeles,5000,,,2457,1408,,,
33,9742,9073,Pilas,5000,2031,2746,,,,,
34,3919,8569,Carton y Papeles,5000,,,738,3361,,,
35,3121,8446,Carton y Papeles,5000,,,2428,1012,,,
36,7418,4266,Vidrio,5000,,,,,,,5007
37,9758,1177,Carton y Papeles,5000,,,2301,3272,,,
38,1708,2406,Plastico,5000,,,,,1149,4909,
39,7115,4562,Carton y Papeles,5000,,,2132,4547,,,
40,3993,5083,Carton y Papeles,5000,,,988,756,,,
41,7342,5485,Vidrio,5000,,,,,,,4308
42,6989,4269,Carton y Papeles,5000,,,3612,4529,,,
43,4885,1223,Plastico,5000,,,,,969,2189,
44,4115,2623,Vidrio,5000,,,,,,,4253
45,2614,3279,Vidrio,5000,,,,,,,3868
46,6644,5674,Vidrio,5000,,,,,,,3096
47,3313,2388,Carton y Papeles,5000,,,3571,360,,,
48,6937,4610,Carton y Papeles,5000,,,4831,2658,,,
49,9327,2562,Plastico,5000,,,,,4355,140,
50,2889,9007,Pilas,5000,4164,498,,,,,
51,3245,4160,Pilas,5000,4964,3267,,,,,
52,8019,2795,Pilas,5000,620,2335,,,,,
53,1173,7134,Carton y Papeles,5000,,,2998,2199,,,
54,1775,1998,Plastico,5000,,,,,3504,4421,
55,7071,9535,Vidrio,5000,,,,,,,4327
56,6396,6866,Plastico,5000,,,,,2710,4448,
57,9461,3314,Carton y Papeles,5000,,,2058,1029,,,
58,1621,7617,Carton y Papeles,5000,,,2319,1598,,,
59,8271,5532,Pilas,5000,4877,4369,,,,,
60,3010,8868,Vidrio,5000,,,,,,,1269
61,5033,6314,Carton y Papeles,5000,,,1647,3019,,,
62,9289,6458,Carton y Papeles,5000,,,2863,1187,,,
63,5820,5761,Plastico,5000,,,,,4736,4774,
64,4775,5387,Vidrio,5000,,,,,,,2634
65,3208,5026,Carton y Papeles,5000,,,2389,1038,,,
66,7942,4206,Plastico,5000,,,,,1616,1618,
67,2192,8654,Pilas,5000,578,966,,,,,
68,2965,5203,Plastico,5000,,,,,2536,1895,
69,8651,5612,Vidrio,5000,,,,,,,4755
70,8308,3215,Plastico,5000,,,,,2363,884,
71,5959,9286,Vidrio,5000,,,,,,,4846
72,5992,1097,Plastico,5000,,,,,3456,1393,
73,5296,6484,Carton y Papeles,5000,,,2805,509,,,
74,9845,9510,Pilas,5000,4303,145,,,,,
75,9108,2720,Plastico,5000,,,,,4454,2679,
76,6911,8764,Pilas,5000,3095,4969,,,,,
77,6488,5183,Plastico,5000,,,,,4611,1487,
78,2421,4108,Vidrio,5000,,,,,,,1441
79,3848,3373,Carton y Papeles,5000,,,469,3878,,,
80,5815,6746,Carton y Papeles,5000,,,856,4885,,,
81,4311,3115,Vidrio,5000,,,,,,,3119
82,6093,6534,Plastico,5000,,,,,2710,2865,
83,3833,8541,Pilas,5000,2418,510,,,,,
84,4485,9250,Carton y Papeles,5000,,,1475,919,,,
85,6868,7532,Plastico,5000,,,,,679,964,
86,9904,8076,Pilas,5000,1385,4895,,,,,
87,9881,6116,Pilas,5000,733,1117,,,,,
88,6328,9846,Vidrio,5000,,,,,,,244
89,1525,5693,Pilas,5000,2002,2938,,,,,
90,8151,1647,Plastico,5000,,,,,3723,1716,
91,8339,8714,Vidrio,5000,,,,,,,4479
92,5559,2006,Carton y Papeles,5000,,,2910,2498,,,
93,7440,7106,Vidrio,5000,,,,,,,1872
94,4159,4475,Vidrio,5000,,,,,,,2299
95,9335,6394,Plastico,5000,,,,,2025,3753,
96,9648,2131,Carton y Papeles,5000,,,4197,2519,,,
97,2100,7681,Pilas,5000,1413,975,,,,,
98,1527,5047,Plastico,5000,,,,,1209,3192,
99,2613,6334,Vidrio,5000,,,,,,,3578
100,9752,3293,Vidrio,5000,,,,,,,3615
101,8835,7263,Plastico,5000,,,,,4869,1453,
102,7573,5620,Pilas,5000,4844,4421,,,,,
103,5744,3391,Vidrio,5000,,,,,,,4223
104,4131,3747,Vidrio,5000,,,,,,,4325
105,7417,5129,Carton y Papeles,5000,,,498,2449,,,
106,4851,5112,Pilas,5000,4050,2891,,,,,
107,1042,2510,Carton y Papeles,5000,,,4055,2413,,,
108,3905,9313,Plastico,5000,,,,,2826,2513,
109,6273,8221,Pilas,5000,3701,3899,,,,,
110,3890,4883,Carton y Papeles,5000,,,1793,2270,,,
111,8720,6058,Vidrio,5000,,,,,,,4660
112,9584,1335,Plastico,5000,,,,,2701,781,
113,8984,1416,Vidrio,5000,,,,,,,3650
114,2553,4599,Carton y Papeles,5000,,,2813,5065,,,
115,4068,9585,Pilas,5000,4888,4291,,,,,
116,5851,7948,Carton y Papeles,5000,,,1638,1640,,,
117,2456,2674,Carton y Papeles,5000,,,1940,784,,,
118,3949,5700,Vidrio,5000,,,,,,,2247
119,2179,7794,Carton y Papeles,5000,,,4041,4973,,,
120,2982,7367,Plastico,5000,,,,,2117,3575,
121,2100,6348,Plastico,5000,,,,,2654,1620,
122,9519,6508,Pilas,5000,3021,2533,,,,,
123,7541,8374,Plastico,5000,,,,,623,4566,
124,8541,3454,Plastico,5000,,,,,525,1344,
125,3678,9983,Vidrio,5000,,,,,,,490
126,6876,4768,Pilas,5000,3467,4681,,,,,
127,8189,4585,Plastico,5000,,,,,1357,2574,
128,4779,7664,Vidrio,5000,,,,,,,3198
129,7403,8815,Plastico,5000,,,,,414,345,
130,9803,9920,Vidrio,5000,,,,,,,4356
131,4530,9957,Vidrio,5000,,,,,,,721
132,6238,6077,Carton y Papeles,5000,,,1398,1283,,,
133,7375,5539,Pilas,5000,4270,368,,,,,
134,9274,3348,Carton y Papeles,5000,,,1703,138,,,
135,9370,8824,Pilas,5000,2522,4652,,,,,
136,4792,9669,Carton y Papeles,5000,,,3766,1879,,,
137,4125,7460,Pilas,5000,910,1598,,,,,
138,9412,1333,Carton y Papeles,5000,,,3180,2856,,,
139,7698,8981,Vidrio,5000,,,,,,,1316
140,9398,5680,Plastico,5000,,,,,1513,1630,
141,3302,5217,Vidrio,5000,,,,,,,372
142,6418,5038,Plastico,5000,,,,,374,994,
143,8982,6016,Pilas,5000,1672,3529,,,,,
144,2285,5634,Pilas,5000,2195,3797,,,,,
145,7971,8638,Carton y Papeles,5000,,,3798,188,,,
146,3050,5601,Plastico,5000,,,,,1220,4740,
147,7136,3581,Vidrio,5000,,,,,,,1238
148,9428,1311,Pilas,5000,1483,2049,,,,,
149,5999,1301,Plastico,5000,,,,,4561,1481,
150,8316,1375,Plastico,5000,,,,,2816,2697,
151,2409,7679,Pilas,5000,4230,580,,,,,
152,7100,6650,Pilas,5000,854,2718,,,,,
153,7835,6883,Plastico,5000,,,,,3100,2482,
154,8951,6052,Vidrio,5000,,,,,,,1530
155,5640,9104,Plastico,5000,,,,,1134,227,
156,1512,6866,Pilas,5000,4832,1667,,,,,
157,5826,9820,Plastico,5000,,,,,2305,2660,
158,3828,3688,Carton y Papeles,5000,,,3443,432,,,
159,5291,4529,Carton y Papeles,5000,,,1744,1054,,,
160,3229,8635,Plastico,5000,,,,,4478,4433,
161,3630,3607,Plastico,5000,,,,,2075,1369,
162,8822,4486,Pilas,5000,2555,757,,,,,
163,8467,4712,Vidrio,5000,,,,,,,174
164,1005,8147,Pilas,5000,3107,3908,,,,,
165,8095,6834,Vidrio,5000,,,,,,,4537
166,7836,3535,Vidrio,5000,,,,,,,3097
167,4798,7815,Carton y Papeles,5000,,,127,4181,,,
168,2220,4294,Pilas,5000,1097,1386,,,,,
169,7248,3869,Pilas,5000,3602,1082,,,,,
170,2495,6796,Pilas,5000,195,4078,,,,,
171,1618,8975,Vidrio,5000,,,,,,,4897
172,9550,8087,Pilas,5000,3468,5020,,,,,
173,7913,1834,Pilas,5000,4737,2920,,,,,
174,9600,4991,Vidrio,5000,,,,,,,1747
175,1834,3720,Vidrio,5000,,,,,,,2017
176,5883,9472,Vidrio,5000,,,,,,,2287
177,2649,9592,Plastico,5000,,,,,1734,1724,
178,7971,6302,Carton y Papeles,5000,,,4731,3993,,,
179,5311,9783,Pilas,5000,3812,1478,,,,,
180,7649,9893,Carton y Papeles,5000,,,1451,2874,,,
181,6286,6677,Vidrio,5000,,,,,,,3785
182,6720,7462,Vidrio,5000,,,,,,,3343
183,4748,6542,Vidrio,5000,,,,,,,4990
184,4121,3560,Pilas,5000,2472,4710,,,,,
185,5671,3513,Pilas,5000,4156,699,,,,,
186,9389,5645,Carton y Papeles,5000,,,4647,2346,,,
187,4633,9426,Pilas,5000,1565,3369,,,,,
188,1497,3333,Vidrio,5000,,,,,,,3643
189,3216,8334,Vidrio,5000,,,,,,,2928
190,8925,3955,Pilas,5000,4634,1821,,,,,
191,3726,1967,Pilas,5000,4699,4551,,,,,
192,5847,1940,Carton y Papeles,5000,,,2402,2326,,,
193,7746,7441,Pilas,5000,1087,4533,,,,,
194,2193,5679,Vidrio,5000,,,,,,,3750
195,5852,9088,Vidrio,5000,,,,,,,4044
196,5841,4275,Plastico,5000,,,,,385,4708,
197,9029,8215,Plastico,5000,,,,,984,4545,
198,9650,6902,Plastico,5000,,,,,4583,3562,
199,7062,7569,Vidrio,5000,,,,,,,2852
200,6277,2084,Carton y Papeles,5000,,,3790,2756,,,
201,2145,3697,Carton y Papeles,5000,,,954,3642,,,
202,7680,6544,Vidrio,5000,,,,,,,1766
203,5826,9171,Carton y Papeles,5000,,,3766,2223,,,
204,9058,4532,Vidrio,5000,,,,,,,2344
205,7280,1534,Vidrio,5000,,,,,,,2882
206,6660,2891,Carton y Papeles,5000,,,1731,2885,,,
207,4941,4003,Pilas,5000,2027,259,,,,,
