id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,8440,1443,Plastico,5000,,,,,1146,3630,
2,2540,1181,Plastico,5000,,,,,1429,338,
3,8909,7204,Pilas,5000,1705,3742,,,,,
4,8449,9820,Pilas,5000,884,3257,,,,,
5,4984,9479,Pilas,5000,1653,721,,,,,
6,1446,4814,Pilas,5000,4965,647,,,,,
7,5646,1809,Pilas,5000,2968,2462,,,,,
8,3305,4839,Carton y Papeles,5000,,,3389,483,,,
9,3172,1595,Pilas,5000,3034,4005,,,,,
10,7925,8455,Carton y Papeles,5000,,,2682,2357,,,
11,8112,5598,Pilas,5000,3552,3403,,,,,
12,6345,1410,Plastico,5000,,,,,2302,1085,
13,5772,7894,Pilas,5000,626,2690,,,,,
14,5923,3703,Vidrio,5000,,,,,,,4786
15,8864,4862,Plastico,5000,,,,,4988,1418,
16,6239,6544,Pilas,5000,1961,3363,,,,,
17,2487,4986,Carton y Papeles,5000,,,3860,1991,,,
18,6020,4701,Plastico,5000,,,,,1223,557,
19,5488,3711,Vidrio,5000,,,,,,,1606
20,7283,9986,Carton y Papeles,5000,,,3041,511,,,
21,3926,8317,Plastico,5000,,,,,1976,4120,
22,8120,3839,Plastico,5000,,,,,1780,3776,
23,2047,9706,Pilas,5000,335,4761,,,,,
24,7133,8416,Carton y Papeles,5000,,,861,2351,,,
25,5309,9869,Pilas,5000,548,2077,,,,,
26,5393,3211,Pilas,5000,1866,4709,,,,,
27,2707,8163,Carton y Papeles,5000,,,1481,3559,,,
28,3609,5687,Plastico,5000,,,,,4725,3925,
29,6463,4144,Carton y Papeles,5000,,,1534,3932,,,
30,5325,1319,Vidrio,5000,,,,,,,211
31,2048,7414,Plastico,5000,,,,,234,1158,
32,6906,9404,Plastico,5000,,,,,4255,5072,
33,6865,1501,Plastico,5000,,,,,2931,1837,
34,9957,4618,Carton y Papeles,5000,,,2592,3986,,,
35,5355,9224,Vidrio,5000,,,,,,,1195
36,1849,9980,Plastico,5000,,,,,931,4524,
37,1403,8432,Plastico,5000,,,,,4049,486,
38,1001,1032,Vidrio,5000,,,,,,,1783
39,4154,4819,Carton y Papeles,5000,,,709,1408,,,
40,3576,9028,Plastico,5000,,,,,2574,4194,
41,7927,8488,Plastico,5000,,,,,2297,4305,
42,2265,9418,Pilas,5000,2432,363,,,,,
43,8921,9438,Plastico,5000,,,,,1587,1688,
44,3698,6382,Carton y Papeles,5000,,,4418,3425,,,
45,7188,3120,Plastico,5000,,,,,3262,3663,
46,7785,4300,Carton y Papeles,5000,,,4357,2781,,,
47,8938,2925,Pilas,5000,3781,2019,,,,,
48,8676,7106,Plastico,5000,,,,,4167,1886,
49,3804,8002,Carton y Papeles,5000,,,4364,3848,,,
50,4425,5637,Carton y Papeles,5000,,,3386,2674,,,
51,5958,7091,Vidrio,5000,,,,,,,2593
52,6730,6318,Pilas,5000,600,1277,,,,,
53,2545,8476,Pilas,5000,2216,4964,,,,,
54,7005,6797,Vidrio,5000,,,,,,,156
55,3862,4733,Carton y Papeles,5000,,,4361,4833,,,
56,6854,8344,Vidrio,5000,,,,,,,2523
57,2397,9009,Pilas,5000,2457,3132,,,,,
58,5570,2896,Carton y Papeles,5000,,,2717,1813,,,
59,9463,4031,Pilas,5000,575,2233,,,,,
60,7861,3152,Plastico,5000,,,,,1468,2849,
61,9896,3215,Plastico,5000,,,,,5021,1136,
62,1511,1444,Carton y Papeles,5000,,,2668,4981,,,
63,4767,2556,Carton y Papeles,5000,,,3169,1158,,,
64,6760,3716,Carton y Papeles,5000,,,1637,1022,,,
65,1468,5063,Pilas,5000,1693,311,,,,,
66,9123,1779,Carton y Papeles,5000,,,2778,943,,,
67,7610,3696,Pilas,5000,1074,4652,,,,,
68,1871,3495,Pilas,5000,3403,2269,,,,,
69,9125,1812,Carton y Papeles,5000,,,2651,4097,,,
70,1764,7516,Plastico,5000,,,,,3685,1817,
71,4447,2523,Pilas,5000,4820,3091,,,,,
72,7051,9300,Pilas,5000,3529,659,,,,,
73,3029,6933,Carton y Papeles,5000,,,3362,5080,,,
74,3368,1961,Vidrio,5000,,,,,,,3947
75,9750,5681,Carton y Papeles,5000,,,1598,4475,,,
76,9218,9053,Plastico,5000,,,,,3161,616,
77,1152,5262,Pilas,5000,356,4180,,,,,
78,8687,7607,Plastico,5000,,,,,4908,2128,
79,7894,6159,Carton y Papeles,5000,,,3430,3141,,,
80,3956,3263,Pilas,5000,3779,2640,,,,,
81,3112,3244,Plastico,5000,,,,,1848,4888,
82,3852,3250,Plastico,5000,,,,,1191,3172,
83,9686,8582,Vidrio,5000,,,,,,,1751
84,4657,1719,Carton y Papeles,5000,,,825,3083,,,
85,9858,9047,Pilas,5000,4672,953,,,,,
86,3548,3315,Plastico,5000,,,,,399,1767,
87,1511,9064,Pilas,5000,915,260,,,,,
88,2255,8055,Pilas,5000,1347,4726,,,,,
89,8118,5211,Carton y Papeles,5000,,,4727,3848,,,
90,9974,3094,Vidrio,5000,,,,,,,4120
91,9116,1207,Pilas,5000,306,1660,,,,,
92,8013,7427,Plastico,5000,,,,,3406,2800,
93,1485,3539,Pilas,5000,4498,872,,,,,
94,3883,2763,Vidrio,5000,,,,,,,2501
95,4773,1143,Carton y Papeles,5000,,,4352,484,,,
96,1953,7602,Plastico,5000,,,,,276,1337,
97,3006,3542,Pilas,5000,575,4357,,,,,
98,2382,3839,Pilas,5000,2742,4517,,,,,
99,2824,1097,Carton y Papeles,5000,,,3989,495,,,
100,2130,4354,Plastico,5000,,,,,3616,595,
101,3146,1354,Carton y Papeles,5000,,,2637,2368,,,
102,6272,2620,Vidrio,5000,,,,,,,549
103,8181,3654,Plastico,5000,,,,,637,3250,
104,5176,7288,Vidrio,5000,,,,,,,5035
105,8640,3582,Plastico,5000,,,,,1694,3788,
106,7931,8335,Pilas,5000,2299,4173,,,,,
107,4394,6341,Plastico,5000,,,,,3827,1762,
108,8792,7844,Plastico,5000,,,,,4303,1019,
109,6618,5942,Vidrio,5000,,,,,,,3297
110,2288,2499,Pilas,5000,3888,2187,,,,,
111,2748,1107,Pilas,5000,4386,2055,,,,,
112,8731,8187,Vidrio,5000,,,,,,,5059
113,5140,4750,Pilas,5000,4947,3642,,,,,
114,2433,8689,Plastico,5000,,,,,1950,4179,
115,3388,8906,Pilas,5000,5017,467,,,,,
116,4998,3797,Plastico,5000,,,,,2963,4155,
117,4982,2004,Plastico,5000,,,,,1514,4580,
118,3899,7969,Pilas,5000,242,1243,,,,,
119,6253,1852,Vidrio,5000,,,,,,,797
120,3099,6216,Plastico,5000,,,,,2678,3994,
121,3873,1062,Vidrio,5000,,,,,,,2818
122,5369,2059,Carton y Papeles,5000,,,2287,2104,,,
123,1112,3642,Carton y Papeles,5000,,,1218,3415,,,
124,4358,3602,Carton y Papeles,5000,,,2418,1957,,,
125,8253,3822,Vidrio,5000,,,,,,,4268
126,4886,3786,Pilas,5000,5027,537,,,,,
127,5312,1204,Vidrio,5000,,,,,,,2450
128,1258,6364,Pilas,5000,1811,2564,,,,,
129,6268,6626,Vidrio,5000,,,,,,,1291
130,7137,1301,Carton y Papeles,5000,,,4957,3786,,,
131,2388,9718,Pilas,5000,2006,3553,,,,,
132,8415,6981,Plastico,5000,,,,,900,3656,
133,3408,2922,Pilas,5000,4586,2195,,,,,
134,9570,3371,Pilas,5000,3875,3313,,,,,
135,3591,4268,Vidrio,5000,,,,,,,360
136,2048,5504,Vidrio,5000,,,,,,,868
137,7500,1706,Pilas,5000,4799,3156,,,,,
138,6986,9609,Vidrio,5000,,,,,,,236
139,9840,3348,Pilas,5000,4473,4889,,,,,
140,4117,6649,Vidrio,5000,,,,,,,1938
141,8275,2108,Pilas,5000,1418,3735,,,,,
142,2587,3455,Carton y Papeles,5000,,,105,679,,,
143,2848,4835,Vidrio,5000,,,,,,,3558
144,3415,5858,Carton y Papeles,5000,,,4871,3466,,,
145,4021,2144,Carton y Papeles,5000,,,4357,561,,,
146,5236,3741,Carton y Papeles,5000,,,4484,3774,,,
147,7413,8655,Pilas,5000,1097,4306,,,,,
148,8003,3148,Pilas,5000,1841,357,,,,,
149,8135,1709,Pilas,5000,2512,1846,,,,,
150,3666,9507,Pilas,5000,3238,1635,,,,,
151,1102,8365,Vidrio,5000,,,,,,,5076
152,2008,1772,Vidrio,5000,,,,,,,1986
153,8035,1566,Vidrio,5000,,,,,,,3204
154,1214,2006,Vidrio,5000,,,,,,,642
155,5367,4374,Vidrio,5000,,,,,,,1801
156,6287,4388,Vidrio,5000,,,,,,,3298
157,5100,4793,Vidrio,5000,,,,,,,2140
158,9679,4579,Pilas,5000,1980,2781,,,,,
159,6545,9752,Pilas,5000,654,3685,,,,,
160,1368,1418,Carton y Papeles,5000,,,1212,357,,,
161,6815,4880,Plastico,5000,,,,,1470,5085,
162,7934,9469,Vidrio,5000,,,,,,,3216
163,8784,7399,Plastico,5000,,,,,637,1103,
164,9223,6803,Carton y Papeles,5000,,,613,3494,,,
165,7503,2840,Vidrio,5000,,,,,,,1928
166,2375,1666,Plastico,5000,,,,,3926,3822,
167,1271,2306,Carton y Papeles,5000,,,1979,817,,,
168,5003,3547,Vidrio,5000,,,,,,,3398
169,8362,1275,Carton y Papeles,5000,,,2031,278,,,
170,1110,4654,Plastico,5000,,,,,1576,2185,
171,8120,9196,Vidrio,5000,,,,,,,2117
172,6636,2383,Carton y Papeles,5000,,,2084,752,,,
173,2698,7110,Vidrio,5000,,,,,,,3421
174,9969,4031,Vidrio,5000,,,,,,,487
175,9051,7242,Vidrio,5000,,,,,,,5040
176,5720,8254,Plastico,5000,,,,,249,1905,
177,5204,6772,Pilas,5000,832,3733,,,,,
178,6464,5897,Plastico,5000,,,,,1011,2455,
179,3722,1402,Vidrio,5000,,,,,,,2890
180,3339,7481,Pilas,5000,783,1189,,,,,
181,9130,5404,Carton y Papeles,5000,,,2714,2719,,,
182,3824,8767,Vidrio,5000,,,,,,,4190
183,4347,8254,Pilas,5000,4854,2560,,,,,
184,7164,5970,Plastico,5000,,,,,3190,4564,
185,4039,9774,Carton y Papeles,5000,,,2863,3967,,,
186,8715,2628,Carton y Papeles,5000,,,667,3907,,,
187,3451,9358,Vidrio,5000,,,,,,,816
188,8140,4566,Pilas,5000,3188,2900,,,,,
189,8393,6207,Carton y Papeles,5000,,,822,3811,,,
190,8997,9109,Pilas,5000,3382,2954,,,,,
191,8509,4984,Pilas,5000,417,395,,,,,
192,5207,1087,Carton y Papeles,5000,,,4383,3014,,,
193,6930,8578,Pilas,5000,3474,2719,,,,,
194,7293,2383,Plastico,5000,,,,,2286,1973,
195,4430,6890,Pilas,5000,1750,3498,,,,,
196,4432,1418,Vidrio,5000,,,,,,,617
197,8668,3050,Vidrio,5000,,,,,,,618
198,4701,8196,Pilas,5000,3715,2686,,,,,
199,8435,3965,Pilas,5000,3155,1839,,,,,
200,7030,3325,Carton y Papeles,5000,,,3877,1902,,,
201,4812,2850,Carton y Papeles,5000,,,3511,4756,,,
202,6555,3161,Carton y Papeles,5000,,,180,5051,,,
203,3665,4709,Plastico,5000,,,,,4464,2966,
204,6511,8961,Plastico,5000,,,,,4190,1937,
205,6523,6192,Pilas,5000,1376,162,,,,,
206,2716,1950,Pilas,5000,4378,3560,,,,,
207,2230,7214,Vidrio,5000,,,,,,,1247
208,1727,2963,Pilas,5000,1618,1923,,,,,
209,8181,6848,Vidrio,5000,,,,,,,4204
210,4952,7616,Vidrio,5000,,,,,,,542
211,4066,9444,Vidrio,5000,,,,,,,1448
212,7310,2251,Vidrio,5000,,,,,,,4098
213,7777,6383,Carton y Papeles,5000,,,435,3754,,,
214,7414,7698,Plastico,5000,,,,,1867,5058,
215,4474,7221,Pilas,5000,1231,2924,,,,,
216,1816,6156,Plastico,5000,,,,,321,1113,
217,6128,9326,Plastico,5000,,,,,2949,1175,
218,6925,6578,Plastico,5000,,,,,2227,4635,
219,8956,9723,Carton y Papeles,5000,,,4726,4759,,,
220,4520,5533,Vidrio,5000,,,,,,,2901
221,5921,5687,Plastico,5000,,,,,1024,2364,
222,7465,4707,Pilas,5000,3219,5064,,,,,
223,8728,5620,Pilas,5000,2217,1249,,,,,
224,2851,4265,Vidrio,5000,,,,,,,2224
225,4757,6090,Vidrio,5000,,,,,,,4318
226,3158,2509,Plastico,5000,,,,,2927,450,
227,6283,4684,Plastico,5000,,,,,969,2023,
228,3424,8140,Vidrio,5000,,,,,,,2871
229,6860,9706,Carton y Papeles,5000,,,3446,821,,,
230,4718,7649,Pilas,5000,4333,4771,,,,,
231,9455,1465,Vidrio,5000,,,,,,,3993
232,1671,2555,Plastico,5000,,,,,2132,2391,
233,1272,9810,Plastico,5000,,,,,749,2584,
234,3120,5174,Plastico,5000,,,,,713,3348,
235,7182,1515,Vidrio,5000,,,,,,,3215
236,6796,6001,Vidrio,5000,,,,,,,1227
237,4837,6125,Plastico,5000,,,,,1369,4661,
238,8412,7730,Plastico,5000,,,,,3071,919,
239,7523,7964,Vidrio,5000,,,,,,,1347
240,3017,2972,Plastico,5000,,,,,4639,1120,
241,3364,5346,Pilas,5000,360,724,,,,,
242,1589,7408,Plastico,5000,,,,,1383,4955,
243,9327,4223,Vidrio,5000,,,,,,,2874
244,1140,1728,Pilas,5000,4658,1640,,,,,
245,8003,5106,Carton y Papeles,5000,,,2142,3526,,,
246,3800,1444,Plastico,5000,,,,,1742,3882,
247,1957,6885,Carton y Papeles,5000,,,3793,1361,,,
248,4131,4431,Pilas,5000,1415,923,,,,,
249,9726,7023,Plastico,5000,,,,,738,3094,
250,9914,6607,Carton y Papeles,5000,,,1985,1185,,,
251,7651,8964,Pilas,5000,3005,325,,,,,
252,5647,2710,Carton y Papeles,5000,,,4982,2347,,,
253,7378,1313,Pilas,5000,1189,4614,,,,,
254,6379,4584,Plastico,5000,,,,,4429,4173,
255,7498,5976,Vidrio,5000,,,,,,,4670
256,2134,6404,Vidrio,5000,,,,,,,3629
257,8537,6093,Carton y Papeles,5000,,,4210,2411,,,
258,3781,9660,Plastico,5000,,,,,4255,5025,
259,4559,4544,Plastico,5000,,,,,570,848,
260,5396,5798,Pilas,5000,1209,3842,,,,,
261,7499,7308,Plastico,5000,,,,,3094,1279,
262,4013,5009,Plastico,5000,,,,,2352,1505,
263,6068,7354,Vidrio,5000,,,,,,,3586
264,7772,7118,Pilas,5000,1140,4675,,,,,
265,6133,9184,Vidrio,5000,,,,,,,4702
266,3249,7870,Carton y Papeles,5000,,,5044,4805,,,
267,4568,3119,Vidrio,5000,,,,,,,2511
268,9970,5308,Vidrio,5000,,,,,,,352
269,1661,5600,Carton y Papeles,5000,,,3350,1099,,,
270,2091,1082,Carton y Papeles,5000,,,3275,1181,,,
271,2986,7281,Vidrio,5000,,,,,,,375
272,4025,9946,Plastico,5000,,,,,5060,4118,
273,2680,7491,Pilas,5000,4407,1649,,,,,
274,2313,1504,Plastico,5000,,,,,1659,3054,
275,4166,1674,Plastico,5000,,,,,1497,3059,
276,9683,2596,Plastico,5000,,,,,1072,3930,
277,5114,1949,Pilas,5000,1329,3874,,,,,
278,5123,7559,Plastico,5000,,,,,1157,2637,
279,3814,6028,Carton y Papeles,5000,,,1409,511,,,
280,4840,7972,Vidrio,5000,,,,,,,3760
281,5036,4166,Pilas,5000,1991,4842,,,,,
282,1464,4992,Vidrio,5000,,,,,,,3618
283,9487,9682,Pilas,5000,1352,2636,,,,,
284,2414,4480,Pilas,5000,659,538,,,,,
285,6844,8576,Plastico,5000,,,,,3570,4844,
286,6985,5658,Pilas,5000,4967,2803,,,,,
287,3548,9884,Plastico,5000,,,,,939,2985,
288,5380,4669,Vidrio,5000,,,,,,,2169
289,9766,5317,Vidrio,5000,,,,,,,4513
290,7108,4427,Plastico,5000,,,,,649,4978,
291,9777,9468,Vidrio,5000,,,,,,,1060
292,7265,2624,Carton y Papeles,5000,,,900,3500,,,
293,1120,8436,Pilas,5000,1994,4791,,,,,
294,5844,6821,Vidrio,5000,,,,,,,4486
295,5037,8743,Vidrio,5000,,,,,,,4343
296,6254,7620,Plastico,5000,,,,,1602,1133,
297,8093,4691,Pilas,5000,1424,878,,,,,
298,8605,1861,Carton y Papeles,5000,,,1291,4933,,,
299,6224,2928,Vidrio,5000,,,,,,,2131
300,8755,9291,Vidrio,5000,,,,,,,222
301,9697,1944,Pilas,5000,830,4635,,,,,
302,8211,9209,Plastico,5000,,,,,1379,865,
303,2779,9236,Carton y Papeles,5000,,,2339,811,,,
304,2376,8435,Carton y Papeles,5000,,,739,2647,,,
305,9524,9714,Vidrio,5000,,,,,,,431
306,5946,9911,Plastico,5000,,,,,1953,2726,
307,2059,1031,Plastico,5000,,,,,2547,581,
308,4638,1662,Vidrio,5000,,,,,,,1516
309,1069,7469,Carton y Papeles,5000,,,1761,3037,,,
310,4873,6060,Carton y Papeles,5000,,,1595,4624,,,
311,8478,8634,Pilas,5000,666,4747,,,,,
312,5106,1634,Pilas,5000,1396,634,,,,,
313,5338,1051,Plastico,5000,,,,,2676,2752,
314,7965,8316,Vidrio,5000,,,,,,,4915
315,6520,5114,Vidrio,5000,,,,,,,3561
316,2181,8628,Vidrio,5000,,,,,,,2362
317,4949,3973,Pilas,5000,3590,1617,,,,,
318,9069,4998,Plastico,5000,,,,,2568,2819,
319,6561,3296,Carton y Papeles,5000,,,3049,5054,,,
320,4715,8290,Carton y Papeles,5000,,,4855,3068,,,
321,6176,8425,Plastico,5000,,,,,4204,4563,
322,6337,2764,Vidrio,5000,,,,,,,1936
323,1980,9915,Carton y Papeles,5000,,,2910,1472,,,
324,6297,6861,Carton y Papeles,5000,,,4796,2290,,,
325,2181,8585,Carton y Papeles,5000,,,2448,1529,,,
326,6018,8658,Carton y Papeles,5000,,,2163,1342,,,
327,2551,4480,Pilas,5000,4426,2271,,,,,
328,9275,3276,Plastico,5000,,,,,943,1405,
329,4623,9519,Plastico,5000,,,,,5014,4338,
330,7775,6408,Pilas,5000,4968,3688,,,,,
331,8029,2566,Vidrio,5000,,,,,,,2936
332,4319,1462,Plastico,5000,,,,,1503,3751,
333,5985,5617,Carton y Papeles,5000,,,3339,132,,,
334,9809,1802,Vidrio,5000,,,,,,,4711
335,5695,8898,Plastico,5000,,,,,4348,1901,
336,5509,5330,Vidrio,5000,,,,,,,3048
337,5754,1712,Plastico,5000,,,,,2188,112,
338,6755,8930,Carton y Papeles,5000,,,3120,4438,,,
339,9148,5992,Pilas,5000,2542,1633,,,,,
340,5823,8181,Carton y Papeles,5000,,,4433,1547,,,
341,1627,4989,Vidrio,5000,,,,,,,4273
342,7625,4626,Vidrio,5000,,,,,,,4931
343,9929,8816,Pilas,5000,604,2158,,,,,
344,5965,5041,Vidrio,5000,,,,,,,4255
345,5590,2941,Vidrio,5000,,,,,,,2566
346,6449,3930,Pilas,5000,2099,3529,,,,,
347,7147,3668,Plastico,5000,,,,,1347,330,
348,9539,5915,Carton y Papeles,5000,,,4295,1264,,,
349,5517,7928,Plastico,5000,,,,,4307,2089,
350,3707,5965,Plastico,5000,,,,,4997,5085,
351,4254,4205,Carton y Papeles,5000,,,1530,2090,,,
352,1692,6352,Plastico,5000,,,,,2977,3334,
353,9045,7729,Vidrio,5000,,,,,,,645
354,5235,4120,Carton y Papeles,5000,,,4251,1149,,,
355,6990,3213,Vidrio,5000,,,,,,,3478
356,1226,6314,Pilas,5000,375,944,,,,,
357,1252,2777,Pilas,5000,2374,4373,,,,,
358,8541,6693,Plastico,5000,,,,,3621,955,
