id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,5054,4678,Vidrio,5000,,,,,,,3576
2,4105,3841,Pilas,5000,4573,937,,,,,
3,6644,7178,Pilas,5000,398,4024,,,,,
4,5399,8631,Carton y Papeles,5000,,,4102,4743,,,
5,4354,1746,Plastico,5000,,,,,3894,2897,
6,1706,4319,Plastico,5000,,,,,4793,4911,
7,8128,7373,Carton y Papeles,5000,,,963,745,,,
8,7820,1888,Pilas,5000,4983,713,,,,,
9,3877,1213,Pilas,5000,4676,4034,,,,,
10,4010,1044,Plastico,5000,,,,,1888,4012,
11,7024,7898,Plastico,5000,,,,,3650,760,
12,6484,9971,Plastico,5000,,,,,3778,233,
13,7832,3353,Vidrio,5000,,,,,,,4130
14,2959,1947,Vidrio,5000,,,,,,,207
15,3061,9949,Vidrio,5000,,,,,,,885
16,4081,3808,Plastico,5000,,,,,1310,4680,
17,7271,8136,Pilas,5000,1204,4373,,,,,
18,2489,3403,Vidrio,5000,,,,,,,4162
19,3118,3952,Pilas,5000,809,3674,,,,,
20,7164,1739,Vidrio,5000,,,,,,,1422
21,2001,2752,Plastico,5000,,,,,2399,1708,
22,4641,5363,Pilas,5000,4187,1973,,,,,
23,8909,7335,Plastico,5000,,,,,4090,2633,
24,8868,5809,Pilas,5000,2768,2766,,,,,
25,1069,1114,Pilas,5000,3151,4549,,,,,
26,2181,7921,Vidrio,5000,,,,,,,4826
27,3927,8798,Vidrio,5000,,,,,,,4130
28,1273,1089,Pilas,5000,4915,3030,,,,,
29,4894,8277,Carton y Papeles,5000,,,540,1741,,,
30,7832,1610,Vidrio,5000,,,,,,,676
31,5327,5585,Plastico,5000,,,,,2481,3400,
32,8573,3864,Carton y Papeles,5000,,,679,699,,,
33,1937,4451,Carton y Papeles,5000,,,508,1139,,,
34,1971,2763,Plastico,5000,,,,,854,129,
35,3971,2495,Vidrio,5000,,,,,,,3843
36,5292,5197,Carton y Papeles,5000,,,157,1663,,,
37,2677,6082,Pilas,5000,4607,4590,,,,,
38,2099,8869,Vidrio,5000,,,,,,,1194
39,3111,6086,Pilas,5000,567,1009,,,,,
40,5554,6296,Plastico,5000,,,,,312,1449,
41,5109,8913,Pilas,5000,4119,3377,,,,,
42,9136,3984,Plastico,5000,,,,,1500,3029,
43,2038,6266,Vidrio,5000,,,,,,,3432
