id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,3210,2653,Plastico,5000,,,,,3391,4697,
2,5523,6177,Carton y Papeles,5000,,,5062,4462,,,
3,6014,3872,Plastico,5000,,,,,1400,433,
4,6946,1466,Carton y Papeles,5000,,,3092,4955,,,
5,9750,1816,Plastico,5000,,,,,1973,3802,
6,8829,4184,Plastico,5000,,,,,4201,542,
7,5541,6896,Vidrio,5000,,,,,,,1220
8,8866,3108,Vidrio,5000,,,,,,,1120
9,6727,3608,Carton y Papeles,5000,,,1489,2171,,,
10,9262,1418,Vidrio,5000,,,,,,,1634
11,2966,8553,Vidrio,5000,,,,,,,1104
12,8255,7412,Carton y Papeles,5000,,,394,4334,,,
13,4023,6868,Carton y Papeles,5000,,,1343,1184,,,
14,2732,9369,Vidrio,5000,,,,,,,2057
15,7899,3755,Plastico,5000,,,,,1871,2391,
16,1798,4212,Pilas,5000,1215,3598,,,,,
17,1475,1595,Plastico,5000,,,,,4440,2300,
18,8501,2620,Carton y Papeles,5000,,,4894,4095,,,
19,6267,6869,Pilas,5000,1014,4302,,,,,
20,4835,3697,Pilas,5000,2415,691,,,,,
21,1218,7229,Vidrio,5000,,,,,,,1042
22,7160,7171,Plastico,5000,,,,,4658,3398,
23,8969,6453,Vidrio,5000,,,,,,,1304
24,6040,8513,Carton y Papeles,5000,,,3600,3900,,,
25,1982,8661,Carton y Papeles,5000,,,424,857,,,
26,5416,5167,Vidrio,5000,,,,,,,3547
27,1463,2413,Pilas,5000,1959,4663,,,,,
28,4222,2827,Vidrio,5000,,,,,,,1058
29,2332,3891,Vidrio,5000,,,,,,,1551
30,9781,1702,Vidrio,5000,,,,,,,149
31,9930,3702,Plastico,5000,,,,,3143,1063,
32,4543,5545,Pilas,5000,479,3379,,,,,
33,5303,6879,Pilas,5000,1239,673,,,,,
34,5943,6574,Plastico,5000,,,,,2149,3972,
35,1489,6011,Carton y Papeles,5000,,,3354,2857,,,
36,5053,7696,Plastico,5000,,,,,3506,2826,
37,4772,9758,Plastico,5000,,,,,615,4157,
38,6030,2907,Carton y Papeles,5000,,,5016,1017,,,
39,3918,9805,Pilas,5000,4267,3327,,,,,
40,1498,3366,Pilas,5000,718,1406,,,,,
41,5291,3326,Carton y Papeles,5000,,,3869,4449,,,
42,5884,8357,Carton y Papeles,5000,,,4869,1180,,,
43,8753,9779,Pilas,5000,2813,3671,,,,,
44,8314,9194,Carton y Papeles,5000,,,4235,721,,,
45,7617,7726,Carton y Papeles,5000,,,1353,3975,,,
46,6652,3534,Plastico,5000,,,,,3323,2381,
47,9113,3405,Pilas,5000,617,2896,,,,,
48,8092,8322,Plastico,5000,,,,,1358,4164,
49,5152,5154,Vidrio,5000,,,,,,,3015
50,5379,9275,Vidrio,5000,,,,,,,4842
51,2927,2018,Vidrio,5000,,,,,,,302
52,5371,2383,Pilas,5000,3240,4071,,,,,
53,2539,6445,Carton y Papeles,5000,,,2517,192,,,
54,1895,7472,Carton y Papeles,5000,,,1425,4258,,,
55,1411,9896,Carton y Papeles,5000,,,907,4745,,,
56,3522,5106,Plastico,5000,,,,,612,998,
57,6312,2638,Carton y Papeles,5000,,,1723,573,,,
58,1874,2309,Plastico,5000,,,,,1911,2442,
59,6745,6934,Plastico,5000,,,,,1157,5053,
60,7645,5530,Vidrio,5000,,,,,,,2672
61,1654,3011,Pilas,5000,3778,2414,,,,,
62,6674,9636,Vidrio,5000,,,,,,,332
63,2188,1074,Plastico,5000,,,,,3639,655,
64,5958,8891,Vidrio,5000,,,,,,,2409
65,2617,6209,Pilas,5000,2097,3734,,,,,
66,2677,6086,Plastico,5000,,,,,4850,893,
67,1010,6586,Vidrio,5000,,,,,,,4576
68,6389,5967,Plastico,5000,,,,,1802,3177,
69,7707,7993,Carton y Papeles,5000,,,3627,411,,,
70,3928,6390,Pilas,5000,970,1793,,,,,
71,6887,8334,Plastico,5000,,,,,2275,2240,
72,2998,1318,Plastico,5000,,,,,1495,2271,
73,8813,4747,Carton y Papeles,5000,,,1894,2503,,,
74,5640,8113,Vidrio,5000,,,,,,,1785
75,1312,9513,Vidrio,5000,,,,,,,2371
76,6430,2473,Plastico,5000,,,,,5059,4368,
77,2292,1646,Carton y Papeles,5000,,,4865,470,,,
78,9425,2917,Plastico,5000,,,,,668,4946,
79,4522,9795,Pilas,5000,3722,3023,,,,,
80,6445,5801,Carton y Papeles,5000,,,2250,4686,,,
81,4803,2192,Plastico,5000,,,,,4472,1379,
82,6449,1812,Pilas,5000,1647,4872,,,,,
83,1815,7185,Plastico,5000,,,,,4394,2043,
84,6343,7638,Vidrio,5000,,,,,,,2540
85,7345,8284,Plastico,5000,,,,,3031,577,
86,2227,7080,Carton y Papeles,5000,,,1654,924,,,
87,8865,2743,Pilas,5000,2274,1257,,,,,
88,3657,9923,Carton y Papeles,5000,,,2644,2383,,,
89,3101,8390,Plastico,5000,,,,,2490,1168,
90,5609,8677,Pilas,5000,1765,2881,,,,,
91,1301,5452,Plastico,5000,,,,,1351,3391,
92,3756,1400,Plastico,5000,,,,,3982,1051,
93,2283,8312,Carton y Papeles,5000,,,3754,4786,,,
94,2489,5527,Vidrio,5000,,,,,,,2049
95,8714,9292,Carton y Papeles,5000,,,1939,4100,,,
96,3900,4521,Pilas,5000,2417,461,,,,,
97,4167,1612,Plastico,5000,,,,,3241,1782,
98,8725,5878,Pilas,5000,750,4219,,,,,
99,9290,9488,Pilas,5000,3033,2225,,,,,
100,1874,8606,Plastico,5000,,,,,4101,206,
