id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,6294,4373,Plastico,5000,,,,,1404,2782,
2,3852,8863,Plastico,5000,,,,,982,2042,
3,5484,3719,Pilas,5000,4885,369,,,,,
4,1933,8050,Carton y Papeles,5000,,,854,2051,,,
5,6161,3130,Vidrio,5000,,,,,,,1158
6,8036,4112,Plastico,5000,,,,,2711,4654,
7,1262,7075,Plastico,5000,,,,,3021,399,
8,9945,5644,Plastico,5000,,,,,1436,4997,
9,5586,3771,Vidrio,5000,,,,,,,1117
10,1153,6418,Carton y Papeles,5000,,,2702,2518,,,
11,8537,3999,Pilas,5000,4891,2741,,,,,
12,6653,4931,Vidrio,5000,,,,,,,1195
13,5900,7351,Pilas,5000,1789,3430,,,,,
14,7879,1566,Plastico,5000,,,,,1866,4567,
15,6821,3423,Vidrio,5000,,,,,,,3547
16,2091,6677,Carton y Papeles,5000,,,3643,4891,,,
17,1866,9256,Vidrio,5000,,,,,,,3053
18,8110,2411,Plastico,5000,,,,,3637,2435,
19,1345,9258,Pilas,5000,3936,641,,,,,
20,7519,5439,Pilas,5000,3834,4233,,,,,
21,4866,4176,Carton y Papeles,5000,,,1863,1835,,,
22,4173,1832,Vidrio,5000,,,,,,,1747
23,5884,8217,Vidrio,5000,,,,,,,1893
24,7073,9230,Plastico,5000,,,,,426,3569,
25,5786,5067,Pilas,5000,3756,3539,,,,,
26,3821,1531,Plastico,5000,,,,,3223,131,
27,8820,6789,Carton y Papeles,5000,,,4796,3674,,,
28,2358,5967,Pilas,5000,3780,1627,,,,,
29,5615,4344,Vidrio,5000,,,,,,,2317
30,1738,1180,Vidrio,5000,,,,,,,4343
31,7653,8482,Plastico,5000,,,,,856,2355,
32,8988,3999,Pilas,5000,4989,2737,,,,,
33,4591,9044,Vidrio,5000,,,,,,,3077
34,3136,2200,Pilas,5000,2354,2308,,,,,
35,9922,2049,Carton y Papeles,5000,,,1769,2634,,,
36,9752,2174,Plastico,5000,,,,,4225,1291,
37,1171,5313,Plastico,5000,,,,,3447,766,
38,1183,8125,Carton y Papeles,5000,,,2468,1815,,,
39,9696,6818,Vidrio,5000,,,,,,,4929
40,5758,8084,Vidrio,5000,,,,,,,4778
41,1336,4542,Pilas,5000,2712,1345,,,,,
42,8233,9818,Vidrio,5000,,,,,,,118
43,2410,3014,Plastico,5000,,,,,346,2610,
44,6237,1893,Vidrio,5000,,,,,,,2983
45,6111,1384,Carton y Papeles,5000,,,2672,4772,,,
46,8232,5438,Pilas,5000,4880,4705,,,,,
47,7329,7570,Carton y Papeles,5000,,,3767,3108,,,
48,6977,9640,Plastico,5000,,,,,1310,1302,
49,6341,6849,Carton y Papeles,5000,,,1976,4527,,,
50,7674,6828,Carton y Papeles,5000,,,3691,2678,,,
51,4495,5078,Plastico,5000,,,,,438,3708,
52,1207,1024,Plastico,5000,,,,,4403,4954,
53,1847,7661,Carton y Papeles,5000,,,773,3308,,,
54,9380,3295,Pilas,5000,3284,2903,,,,,
55,7280,9254,Vidrio,5000,,,,,,,2753
56,6634,2727,Pilas,5000,1759,4477,,,,,
57,3200,3826,Pilas,5000,1365,4222,,,,,
58,6100,6043,Vidrio,5000,,,,,,,725
59,7993,7694,Pilas,5000,2837,3279,,,,,
60,7815,7171,Carton y Papeles,5000,,,4714,2706,,,
61,6839,6224,Vidrio,5000,,,,,,,4657
62,5645,6175,Pilas,5000,2421,1348,,,,,
63,6803,1170,Pilas,5000,3288,651,,,,,
64,1429,5267,Plastico,5000,,,,,793,2676,
65,7781,7376,Plastico,5000,,,,,3545,860,
66,6725,2219,Plastico,5000,,,,,533,4866,
67,1181,6441,Plastico,5000,,,,,2192,4243,
