id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
1,4329,4890,Vidrio,5000,,,,,,,715
2,7318,5083,Carton y Papeles,5000,,,2177,3928,,,
3,5057,6126,Carton y Papeles,5000,,,1930,735,,,
4,9518,4985,Pilas,5000,1062,5002,,,,,
5,2827,4630,Vidrio,5000,,,,,,,3167
6,8769,1040,Plastico,5000,,,,,1530,365,
7,5381,6665,Vidrio,5000,,,,,,,858
8,4511,8116,Vidrio,5000,,,,,,,2007
9,7986,4014,Plastico,5000,,,,,262,3139,
10,8618,8977,Carton y Papeles,5000,,,1952,3174,,,
11,8795,1957,Pilas,5000,2126,817,,,,,
12,1561,7692,Carton y Papeles,5000,,,2953,1480,,,
13,6670,5617,Carton y Papeles,5000,,,178,4909,,,
14,7019,2116,Carton y Papeles,5000,,,171,1739,,,
15,9789,6426,Carton y Papeles,5000,,,2671,4053,,,
16,3615,1774,Vidrio,5000,,,,,,,2026
17,7708,4103,Pilas,5000,925,3456,,,,,
18,8670,3928,Carton y Papeles,5000,,,1576,566,,,
19,6419,2313,Carton y Papeles,5000,,,4835,2221,,,
20,5870,9602,Vidrio,5000,,,,,,,2874
21,1574,8418,Plastico,5000,,,,,1179,2300,
22,2266,1468,Plastico,5000,,,,,3205,3017,
23,1095,4894,Pilas,5000,2410,749,,,,,
24,9548,4467,Carton y Papeles,5000,,,2488,558,,,
25,4914,6294,Plastico,5000,,,,,3911,2197,
26,2679,6206,Vidrio,5000,,,,,,,1482
27,4485,9307,Plastico,5000,,,,,2222,4761,
28,3974,4735,Plastico,5000,,,,,4399,3117,
29,3311,5226,Pilas,5000,2227,4936,,,,,
30,3841,3815,Carton y Papeles,5000,,,1963,2057,,,
31,4677,8595,Pilas,5000,1089,983,,,,,
32,6640,9116,Vidrio,5000,,,,,,,3290
33,1159,7898,Plastico,5000,,,,,637,2559,
34,8735,4721,Plastico,5000,,,,,2947,3209,
35,6158,4101,Vidrio,5000,,,,,,,1688
36,2986,2528,Vidrio,5000,,,,,,,4133
37,7503,4761,Vidrio,5000,,,,,,,2117
38,1538,9767,Carton y Papeles,5000,,,3234,4519,,,
39,6498,9645,Vidrio,5000,,,,,,,2895
40,5489,7776,Plastico,5000,,,,,3943,2264,
41,9156,8743,Plastico,5000,,,,,1070,2100,
42,5293,1601,Vidrio,5000,,,,,,,4285
43,6050,5468,Carton y Papeles,5000,,,1831,275,,,
44,5826,4359,Carton y Papeles,5000,,,2910,4817,,,
45,2312,2718,Vidrio,5000,,,,,,,3447
46,5839,1893,Pilas,5000,1237,2647,,,,,
47,8441,5134,Carton y Papeles,5000,,,4772,4235,,,
48,9021,5822,Carton y Papeles,5000,,,3805,4634,,,
49,4509,4822,Plastico,5000,,,,,4874,4120,
50,4859,6448,Carton y Papeles,5000,,,4418,3267,,,
